שם פרטי,"סך הכל בשנים
ג'יזל,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2,0,0,2,0,2,2,2,0,0,2,2,2,2,2,5,2,2,2,0,2,2,2,0,0,0
ג'ינא,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,0,0,0,2,2,0,0,0,0
ג'מילה,94,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,0,2,2,0,2,0,2,2,2,2,0,0,0,0,2,2,0,2,2,2,0,0,2,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0
ג'נא,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,2,5,2,5,2,2,2,5,2,2,2,2,5,9,5,6,5,5,2,2,6,5,2,2,0
ג'נאן,78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,5,2,2,0,2,2,0,2,2,2,2,2,2,2,2,6,2,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ג'סיקה,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,2,2,5,2,2,2,5,7,2,2,5,2,0,2,5,2,7,7,5,2,5,2,2,2,2,2,0,2,0,0,2,2
ג'קלין,69,2,0,0,0,0,2,0,2,2,2,0,0,2,2,2,2,7,6,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,0,2,0,0,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0
גאנית,60,2,2,2,0,0,2,2,0,2,2,2,5,2,2,2,0,0,2,2,0,0,2,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
גדיר,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,5,2,14,2,2,6,6,2,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
גוליאנה,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2,2,0,0,0,2,0,0,2,0,2,0,2,2,2,0,2,2,7,2,2,2,2,2,2,2,2,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
גולין,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,6,2,2,2,0,2,2,2,2,2,0,2,0,0,2,2,0,0,0,2,0,0,0,0
גומאנה,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2,2,5,2,0,2,2,2,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
גזל,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,2,2,2,0,2,2,16,9,13,6,15,5,2,2,2,6,2,2,6
גידאא,200,2,2,2,2,2,5,2,9,6,6,11,9,8,8,9,7,9,10,6,6,6,2,2,5,2,5,2,8,2,2,7,2,0,0,2,2,2,2,2,2,0,0,2,0,0,2,2,0,2,2,2,0,2,0,2,2,0,0,0,0,0,2,0,2,2,2,0,0,2,0,0,0,2,2
גינא,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0,8,2,2,5,2,0,0,5,2,2,2,2,2
גרייס,121,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,2,2,0,0,2,2,0,0,2,2,6,2,2,2,2,2,2,2,2,0,2,2,7,0,2,2,2,5,2,7,0,2,2,2,2,2,2,2,6,8,2,2,2,2
דארין,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,2,2,0,0,0,2,0,0,0,2,2,2,0,2,2,2,2,0,2,0,2,0,2,2,2,2,2,2,6,2,5,2,0,2,0,2,2,2,2,0,2,0
דוניא,177,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,5,2,7,8,6,5,2,2,2,7,12,2,2,7,6,13,12,9,8,8,2,2,2,2,5,2,2,0,2,0,2,2,2,0,0,0,2,0
דועאא,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,5,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,6,2,5,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
דורין,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,2,2,2,5,0,0,0,0,0,2,2,2,2,2,2,5,2,2,2,2,5,2,2,2,2,2,0,2,2,2,0,2,0,2,2,0,2,0,0,0,0,0,0,0
דוריס,80,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,2,2,0,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
דיאנה,352,2,2,2,2,2,7,2,7,15,8,8,14,11,8,7,5,8,8,12,2,2,5,2,5,2,6,5,5,8,2,2,2,2,2,2,2,5,2,2,0,2,2,6,2,2,2,6,5,7,6,6,2,2,2,9,2,2,5,5,2,0,2,2,2,2,6,2,2,2,2,2,2,2,2
דימא,230,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,8,6,2,2,9,8,11,10,9,5,8,13,14,23,9,6,2,6,9,2,2,2,2,2,5,5,2,2,2,2,0,2
דינא,213,0,0,0,2,2,0,0,2,2,2,2,7,2,5,2,2,7,5,2,6,2,5,2,2,2,2,5,2,2,2,2,2,2,5,5,2,2,2,2,2,6,5,2,2,6,5,7,7,7,8,2,6,2,5,5,2,0,2,2,2,2,2,2,0,2,0,0,2,2,2,2,0,2,0
דליה,113,0,0,0,0,2,0,2,0,2,2,2,2,2,9,2,7,2,7,7,5,2,2,5,2,2,2,2,2,0,0,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,0,0,0,2,0,0,0,2,2,2,2,0,0,2,2,0,0,0,0,2,0,0
דנה,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,2,0,2,2,2,2,2,2,7,2,5,6,2,7,2,2,5,7,2,2,2,5,5,2,2,2,5,2,7,5,5,2,2,0,2,0
דניאלה,74,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,2,2,2,2,0,2,2,2,0,0,2,0,0,0,0,2,2,5,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2
האלה,220,2,7,2,2,2,5,2,2,2,2,5,6,11,10,11,9,8,8,7,7,9,8,9,9,2,2,6,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,0,2,2,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
הדיל,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,6,2,8,2,2,2,2,10,6,7,5,2,2,7,7,6,2,7,2,0,5,2,2,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0
הודא,94,2,2,2,2,2,0,0,2,2,0,2,2,2,2,0,2,2,2,0,2,0,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0,2,0,2,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2
הונידה,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,2,2,2,2,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
הזאר,45,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,2,0,2,8,2,0,2,2,0,2,2,2,2,2,2,0,2,2,2,0,2,0,2,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
היא,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,5,6,2,2,2,2,9,2,5,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
היאם,196,2,2,2,0,2,2,5,6,11,6,6,6,7,8,11,7,5,10,9,2,5,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0,0,2,0,2,0,2,0,2,2,0,0,2,0,2,2,2,0,0,0,2,0,2,2,2,2,0,2,2,0,0,2,2
היבא,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,5,20,5,8,9,9,9,15,19,15,26,13,13,10,13,7,7,10,6,6,5,10,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,0,0,2,0,2,0
הייא,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,2,0,2,2,0,2,2,2,5,8,2,2,2,2,2,6,2,5,2,0,2,2,2,2,0,2,2,0,2,2,0,0,0,0,0,0
היפא,109,0,2,2,2,2,2,0,2,2,2,6,2,2,2,8,2,2,5,6,5,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,2,2,0,2,0,0,0
הלא,78,0,2,0,0,2,0,0,0,2,2,0,2,0,0,0,0,2,0,0,2,0,2,0,2,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,5,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,0,0,0,2,0,2,2,0,2
הנא,168,2,0,2,2,0,0,0,0,2,2,2,2,0,2,5,2,8,14,9,5,2,2,2,0,2,6,2,2,0,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,2,0,0,0,2,0,2,2,0,2,0,0,2,2,0,2,0,2,2,0
הנאדי,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,2,2,2,2,2,0,2,2,0,0,2,2,0,5,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ודאד,201,5,2,6,5,7,2,2,6,2,2,7,7,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0,2,0,0,2,0,2,2,2,2,2,0,0,2,0,2,0,2,0
וופא,320,0,0,2,0,0,0,0,2,2,0,2,22,30,34,33,23,25,15,12,16,8,9,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,2,2,2,0
ויויאן,167,0,0,0,0,0,2,0,2,0,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2,6,5,2,2,6,2,2,2,12,5,2,2,7,5,6,2,6,2,2,5,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,0,2,2,0,0,0,2,0,2,0,2,0
ויולית,103,2,2,5,8,2,2,6,2,7,7,5,0,2,2,2,2,0,0,0,2,0,2,0,2,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2
ויקטוריה,120,2,0,0,0,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,5,2,2,2,2,2,2,2,2,2,2
ולאא,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ורדה,124,5,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,0,2,2,2,2,6,0,2,2,0,2,5,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,2,0,0,2,2,2,0,0,0,2,0,2,0,2,0,0,2,2,0,0,0
ורוד,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,2,2,2,5,2,0,0,0,0,2,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
ורוניקה,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,2,0,2,0,2,2,2,6,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0
ח'ולוד,39,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,5,2,2,2,0,0,0,2,2,2,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
חלא,278,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,8,2,7,9,9,8,13,9,12,11,16,16,18,24,22,15,9,7,10,6,2,6,2,2,2,2
חנאן,409,0,2,0,5,2,6,2,2,5,2,2,7,2,9,7,9,6,12,8,16,11,13,13,13,14,11,9,15,13,2,2,10,7,16,5,14,10,2,9,9,8,17,11,2,10,7,7,2,9,2,2,2,6,2,2,0,2,2,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0
חנה,185,2,2,2,2,6,2,2,6,2,2,5,2,2,2,5,5,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2,2,0,2,0,0,2,2,2,0,0,2,0,0,0,0,0
חנין,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,5,2,2,6,9,2,6,2,7,2,6,2,5,5,16,14,11,5,5,7,5,8,8,7,2,5,2,2,2,2,6,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0
טליה,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,2,2,2,2,2,2,5,2,2,2,2
יארא,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,2,2,2,2,2,2,5,11,12,13,16,20,14,17,19,19,16,18,8,13,10,2,10,6,7,11,6,2,8,2,2,5,2,2,7,2,2,2,0
יסמין,304,2,0,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,8,6,7,8,5,2,5,6,7,5,7,5,2,7,6,10,5,7,10,5,2,5,2,8,9,7,6,14,2,2,2,7,7,8,2,8,7,2
יעל,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,2,2,0,0,2,0,0,0,2,2,2,0,0,0,2,0,2,2,0,2,0,0,0,2,2,2,5,2,2,2,2,0,2,0,0,2,0
כארול,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,2,2,2,2,2,0,0,6,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
כארמן,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,5,2,2,2,2,0,0,0,2,0
כאתיא,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,5,2,2,2,2,2,0,2,0,2,0,2,0,0,0,2,0,0,2,0,0
כמיליא,113,2,2,6,2,7,5,2,5,5,2,11,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0
כמיליה,33,0,0,0,0,2,0,2,0,0,0,2,2,0,2,2,5,2,2,2,0,0,2,2,0,2,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כריסטין,98,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,6,5,2,9,2,2,2,2,2,2,0,0,2,0,2,0,0,2,0,0,0,2,2,0,0,0
כריסטינה,62,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,2,2,0,2,0,2,0,0,0,0,2,2,2,2,0,2,2,2,0,2,2,6,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2
כריסתין,114,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,7,5,2,8,2,7,2,5,8,5,2,2,2,2,0,0,2,2,2,0,2,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0
לאנה,29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,2,2,0,2,0,2,0,2,2,0,0,2,2,2,2,0,2,5,0,2,2
לארא,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,7,2,2,2,2,12,9,6,2,2,5,2,7,2,9,6,13,2,2,14,8,5,8,6,2,7,8
לארין,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,6,5,8,2,0,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,0
לובנה,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,5,5,2,12,11,15,11,7,5,27,8,12,11,8,2,5,2,2,2,2,0,2,5,2,2,2,2,7,2,2,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
לולו,48,0,0,2,0,0,0,2,0,0,2,2,2,0,2,5,2,2,2,0,2,0,0,0,0,2,0,0,0,0,2,2,0,2,0,0,0,0,2,0,2,0,2,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0
לונא,262,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,6,0,2,2,2,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,2,8,2,2,2,2,2,8,6,6,10,10,8,2,10,2,2,11,9,7,6,10,6,7,8,12,6,13,6,5,2,8,9
לור,188,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,2,0,2,2,2,2,0,2,2,2,2,2,2,2,9,2,2,2,6,2,2,7,2,2,8,9,11,17,8,15,9,11,11,7,9
